Mission ID,FBOId,DepartureAirport,DepartureICAO,DestinationAirport,DestinationICAO,Distance,HumanOnly,Pay,Expiration Date,Is Last Minute,Descript,PaxClass0,PaxClass1,PaxClass2,Cargo
0391e274-9c2e-4133-aa77-ac52ae51a344,b088450d-8ad0-4cc1-bffc-8ed64932223d,Kingsford Smith Intl,YSSY,Mackay,YBMK,774.0,True,3158862.0,2023-08-05T23:04:17.2,False,#2n,184.0,0.0,0.0,0.0
0391e274-9c2e-4133-aa77-ac52ae51a344,b088450d-8ad0-4cc1-bffc-8ed64932223d,Mackay,YBMK,Adelaide Intl,YPAD,999.0,True,3158862.0,2023-08-05T23:04:17.2,False,#1,182.0,0.0,0.0,0.0
0391e274-9c2e-4133-aa77-ac52ae51a344,b088450d-8ad0-4cc1-bffc-8ed64932223d,Mackay,YBMK,Adelaide Intl,YPAD,999.0,True,3158862.0,2023-08-05T23:04:17.2,False,#4,161.0,0.0,0.0,0.0
0391e274-9c2e-4133-aa77-ac52ae51a344,b088450d-8ad0-4cc1-bffc-8ed64932223d,Mackay,YBMK,Canberra,YSCB,848.0,True,3158862.0,2023-08-05T23:04:17.2,False,#3,162.0,0.0,0.0,0.0
0391e274-9c2e-4133-aa77-ac52ae51a344,b088450d-8ad0-4cc1-bffc-8ed64932223d,Mackay,YBMK,Kingsford Smith Intl,YSSY,774.0,True,3158862.0,2023-08-05T23:04:17.2,False,#2,184.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Adelaide Intl,YPAD,Auckland Intl,NZAA,1755.0,True,4554710.5,2023-08-03T05:10:39.143,True,#1n,186.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Adelaide Intl,YPAD,1755.0,True,4554710.5,2023-08-03T05:10:39.143,True,#1,186.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Hobart,YMHB,1297.0,True,4554710.5,2023-08-03T05:10:39.143,True,#3,161.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Kingsford Smith Intl,YSSY,1166.0,True,4554710.5,2023-08-03T05:10:39.143,True,#2,183.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Hobart,YMHB,Auckland Intl,NZAA,1297.0,True,4554710.5,2023-08-03T05:10:39.143,True,#3n,161.0,0.0,0.0,0.0
03e2cc68-d999-47e0-8d5e-d181e8e4815f,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Kingsford Smith Intl,YSSY,Auckland Intl,NZAA,1166.0,True,4554710.5,2023-08-03T05:10:39.143,True,#2n,183.0,0.0,0.0,0.0
04335e59-ea11-417b-99c8-8d80159a6c52,80d806b7-aa8e-4fad-87a1-cbdbc639d5b1,Bali Intl,WADD,Kai Tak Intl Airport,VHHX,1865.0,False,4377366.0,2023-08-05T12:53:32.047,False,#1,206.0,50.0,25.0,24276.2636424
04335e59-ea11-417b-99c8-8d80159a6c52,80d806b7-aa8e-4fad-87a1-cbdbc639d5b1,Kai Tak Intl Airport,VHHX,Bali Intl,WADD,1865.0,False,4377366.0,2023-08-05T12:53:32.047,False,#1n,206.0,50.0,25.0,22855.78794754655
044eccfb-f235-4146-a211-46032b9278f5,e5f37a26-12cf-44e9-ac8e-8f1cbf870465,Adelaide Intl,YPAD,Rockhampton,YBRK,933.0,False,647965.5,2023-08-06T17:48:31.94,False,#1n,175.0,0.0,0.0,0.0
044eccfb-f235-4146-a211-46032b9278f5,e5f37a26-12cf-44e9-ac8e-8f1cbf870465,Rockhampton,YBRK,Adelaide Intl,YPAD,933.0,False,647965.5,2023-08-06T17:48:31.94,False,#1,175.0,0.0,0.0,0.0
04763632-fd3b-4c95-a594-c29ac248a0da,9e0fc6f5-f353-4f31-9429-4dc7ea3e3621,Kai Tak Intl Airport,VHHX,Kingsford Smith Intl,YSSY,3981.0,False,9093808.5,2023-08-05T05:53:48.817,False,#1,213.0,52.0,26.0,22056.38258362
04763632-fd3b-4c95-a594-c29ac248a0da,9e0fc6f5-f353-4f31-9429-4dc7ea3e3621,Kingsford Smith Intl,YSSY,Kai Tak Intl Airport,VHHX,3981.0,False,9093808.5,2023-08-05T05:53:48.817,False,#1n,213.0,52.0,26.0,21902.50885023037
04a1d84b-258f-4abd-bd9c-2596ae393a4b,7975e1ab-b05c-4159-8d97-f8dc4112054c,Changi,WSSS,Naha,ROAH,2021.0,True,7308231.0,2023-08-05T08:59:26.07,False,#1n,224.0,54.0,27.0,28117.486578237724
04a1d84b-258f-4abd-bd9c-2596ae393a4b,7975e1ab-b05c-4159-8d97-f8dc4112054c,Naha,ROAH,Changi,WSSS,2021.0,True,7308231.0,2023-08-05T08:59:26.07,False,#1,224.0,54.0,27.0,28540.0319204
04abe86d-c517-403c-b81e-18500fd5348d,6f67f452-f327-4a68-9c40-690359c2e1d3,Christchurch Intl,NZCH,Whangarei,NZWR,471.0,False,20123.0,2023-08-03T09:31:00.797,True,#1n,0.0,0.0,3.0,0.0
04abe86d-c517-403c-b81e-18500fd5348d,6f67f452-f327-4a68-9c40-690359c2e1d3,Whangarei,NZWR,Christchurch Intl,NZCH,471.0,False,20123.0,2023-08-03T09:31:00.797,True,#1,0.0,0.0,3.0,0.0
04b34316-28ae-4dcb-bb2a-e3b55a3dc2d1,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Christchurch Intl,NZCH,Rotorua,NZRO,366.0,False,17335.5,2023-08-05T10:07:51.647,False,#1n,0.0,0.0,4.0,0.0
04b34316-28ae-4dcb-bb2a-e3b55a3dc2d1,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Rotorua,NZRO,Christchurch Intl,NZCH,366.0,False,17335.5,2023-08-05T10:07:51.647,False,#1,0.0,0.0,4.0,0.0
04b6a17d-6965-4928-96d8-78969be5068a,7c40c12f-43a4-4355-9028-e12cff8d54b9,Christchurch Intl,NZCH,Milford Sound,NZMF,211.0,True,12117.0,2023-08-07T23:34:56.79,False,#1n,0.0,0.0,4.0,0.0
04b6a17d-6965-4928-96d8-78969be5068a,7c40c12f-43a4-4355-9028-e12cff8d54b9,Milford Sound,NZMF,Christchurch Intl,NZCH,211.0,True,12117.0,2023-08-07T23:34:56.79,False,#1,0.0,0.0,4.0,0.0
04c5a161-4460-4364-9193-8c2ca364f68e,9e07c072-87f6-450c-a357-efd9cf9fcc64,Adelaide Intl,YPAD,Hamilton I.,YBHM,1034.0,False,1172020.5,2023-08-06T23:44:19.093,False,#1n,167.0,0.0,0.0,0.0
04c5a161-4460-4364-9193-8c2ca364f68e,9e07c072-87f6-450c-a357-efd9cf9fcc64,Gold Coast,YBCG,Hamilton I.,YBHM,530.0,False,1172020.5,2023-08-06T23:44:19.093,False,#2n,175.0,0.0,0.0,0.0
04c5a161-4460-4364-9193-8c2ca364f68e,9e07c072-87f6-450c-a357-efd9cf9fcc64,Hamilton I.,YBHM,Adelaide Intl,YPAD,1034.0,False,1172020.5,2023-08-06T23:44:19.093,False,#1,167.0,0.0,0.0,0.0
04c5a161-4460-4364-9193-8c2ca364f68e,9e07c072-87f6-450c-a357-efd9cf9fcc64,Hamilton I.,YBHM,Gold Coast,YBCG,530.0,False,1172020.5,2023-08-06T23:44:19.093,False,#2,175.0,0.0,0.0,0.0
050600b9-33b9-49d1-95dc-560fdf4a8e38,b0ca62d0-cb7f-40e6-942e-864424852b8e,Christchurch Intl,NZCH,Nelson,NZNS,135.0,False,6898.5,2023-08-06T05:02:08.677,False,#1n,0.0,0.0,4.0,0.0
050600b9-33b9-49d1-95dc-560fdf4a8e38,b0ca62d0-cb7f-40e6-942e-864424852b8e,Nelson,NZNS,Christchurch Intl,NZCH,135.0,False,6898.5,2023-08-06T05:02:08.677,False,#1,0.0,0.0,4.0,0.0
055f9934-2707-4296-b828-1eb0791752fc,444fc89e-b866-4565-a946-f77db58ea129,Christchurch Intl,NZCH,Tekapo Aerodrome,NZTL,96.0,False,9786.0,2023-08-07T17:12:55.43,False,#1n,0.0,0.0,3.0,0.0
055f9934-2707-4296-b828-1eb0791752fc,444fc89e-b866-4565-a946-f77db58ea129,Tekapo Aerodrome,NZTL,Christchurch Intl,NZCH,96.0,False,9786.0,2023-08-07T17:12:55.43,False,#1,0.0,0.0,3.0,0.0
05953f32-079f-43a9-a911-2e67d8b10b95,d274f18e-b24f-4cb7-b5af-dd250e4bcaf2,Christchurch Intl,NZCH,Martins Bay Aerodrome,NZMJ,202.0,False,9639.0,2023-08-07T09:29:00.05,False,#1n,0.0,0.0,4.0,0.0
05953f32-079f-43a9-a911-2e67d8b10b95,d274f18e-b24f-4cb7-b5af-dd250e4bcaf2,Martins Bay Aerodrome,NZMJ,Christchurch Intl,NZCH,202.0,False,9639.0,2023-08-07T09:29:00.05,False,#1,0.0,0.0,4.0,0.0
059a2ce5-0944-41a9-99db-cc974703b7b1,fe8274c3-d85e-4138-895c-dea7704cb46e,Kai Tak Intl Airport,VHHX,Osaka Intl,RJOO,1341.0,False,3392655.0,2023-08-05T15:11:25.073,False,#1n,220.0,53.0,26.0,26692.57999285321
059a2ce5-0944-41a9-99db-cc974703b7b1,fe8274c3-d85e-4138-895c-dea7704cb46e,Osaka Intl,RJOO,Kai Tak Intl Airport,VHHX,1341.0,False,3392655.0,2023-08-05T15:11:25.073,False,#1,220.0,53.0,26.0,27743.07012631
059c0382-4fb1-46d8-999d-ae5ba49a1883,f76dafce-75fd-4c10-9265-672bc0e474c8,Christchurch Intl,NZCH,Gisborne,NZGS,380.0,False,18123.0,2023-08-05T13:15:31.48,False,#1n,0.0,0.0,4.0,0.0
059c0382-4fb1-46d8-999d-ae5ba49a1883,f76dafce-75fd-4c10-9265-672bc0e474c8,Gisborne,NZGS,Christchurch Intl,NZCH,380.0,False,18123.0,2023-08-05T13:15:31.48,False,#1,0.0,0.0,4.0,0.0
05a7fb45-0f8f-448f-932f-c2e83426932f,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Hobart,YMHB,Melbourne Intl,YMML,333.0,False,203460.0,2023-08-05T01:22:32.68,True,#1,156.0,0.0,0.0,0.0
05a7fb45-0f8f-448f-932f-c2e83426932f,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Melbourne Intl,YMML,Hobart,YMHB,333.0,False,203460.0,2023-08-05T01:22:32.68,True,#1n,156.0,0.0,0.0,0.0
05cc5862-e45f-4a6c-a6ff-af7b677a8d28,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,15372.0,2023-08-08T13:36:53.657,False,#1n,0.0,0.0,4.0,0.0
05cc5862-e45f-4a6c-a6ff-af7b677a8d28,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,15372.0,2023-08-08T13:36:53.657,False,#1,0.0,0.0,4.0,0.0
061e0b65-681a-4bd6-ba38-179c8c013363,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,13686.5,2023-08-03T20:42:48.793,True,#1n,0.0,0.0,3.0,0.0
061e0b65-681a-4bd6-ba38-179c8c013363,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,13686.5,2023-08-03T20:42:48.793,True,#1,0.0,0.0,3.0,0.0
06283346-71a4-4493-bfb8-d2d4cae34d81,f203eb51-111d-4e55-9190-678a1b302921,Gimhae Intl,RKPK,Kai Tak Intl Airport,VHHX,1091.0,False,2659702.5,2023-08-05T10:44:45.633,False,#1,214.0,52.0,26.0,25447.89273411
06283346-71a4-4493-bfb8-d2d4cae34d81,f203eb51-111d-4e55-9190-678a1b302921,Kai Tak Intl Airport,VHHX,Gimhae Intl,RKPK,1091.0,False,2659702.5,2023-08-05T10:44:45.633,False,#1n,214.0,52.0,26.0,25164.33635349315
07048680-4f48-4839-92ba-2b9afd8201e2,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Auckland Intl,NZAA,Hobart,YMHB,1297.0,False,1657658.0,2023-08-04T22:57:01.027,True,#2n,164.0,0.0,0.0,0.0
07048680-4f48-4839-92ba-2b9afd8201e2,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Brisbane Intl,YBBN,Hobart,YMHB,967.0,False,1657658.0,2023-08-04T22:57:01.027,True,#1n,161.0,0.0,0.0,0.0
07048680-4f48-4839-92ba-2b9afd8201e2,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Hobart,YMHB,Auckland Intl,NZAA,1297.0,False,1657658.0,2023-08-04T22:57:01.027,True,#2,164.0,0.0,0.0,0.0
07048680-4f48-4839-92ba-2b9afd8201e2,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Hobart,YMHB,Brisbane Intl,YBBN,967.0,False,1657658.0,2023-08-04T22:57:01.027,True,#1,161.0,0.0,0.0,0.0
07247004-18d1-426f-b549-e6062f57a58d,167f51bd-789c-475f-b8b5-0e0d5090b481,Christchurch Intl,NZCH,Gorge River Airstrip,NZQE,193.0,False,7746.5,2023-08-04T11:34:38.767,True,#1n,0.0,0.0,3.0,0.0
07247004-18d1-426f-b549-e6062f57a58d,167f51bd-789c-475f-b8b5-0e0d5090b481,Gorge River Airstrip,NZQE,Christchurch Intl,NZCH,193.0,False,7746.5,2023-08-04T11:34:38.767,True,#1,0.0,0.0,3.0,0.0
0745288c-e46e-4df3-9d45-b632f1967327,ff550735-7649-4f59-b2cc-48ed22d5f69e,Gold Coast,YBCG,Perth Intl,YPPH,1953.0,False,1242717.0,2023-08-06T20:02:09.643,False,#1,160.0,0.0,0.0,0.0
0745288c-e46e-4df3-9d45-b632f1967327,ff550735-7649-4f59-b2cc-48ed22d5f69e,Perth Intl,YPPH,Gold Coast,YBCG,1953.0,False,1242717.0,2023-08-06T20:02:09.643,False,#1n,160.0,0.0,0.0,0.0
0772725e-e61f-4435-abf6-2598890cb8af,361993cc-8a53-405e-96cd-ed40381badff,Christchurch Intl,NZCH,Invercargill,NZNV,251.0,False,199573.5,2023-08-03T07:06:51.18,True,#1n,174.0,0.0,0.0,0.0
0772725e-e61f-4435-abf6-2598890cb8af,361993cc-8a53-405e-96cd-ed40381badff,Invercargill,NZNV,Christchurch Intl,NZCH,251.0,False,199573.5,2023-08-03T07:06:51.18,True,#1,174.0,0.0,0.0,0.0
077b4d36-1b74-4d4c-9474-9a68e43e5daa,6a9bcdb0-8fe9-4c7b-b3fb-2f2ff573b03f,Adelaide Intl,YPAD,Kingsford Smith Intl,YSSY,628.0,False,437195.5,2023-08-05T02:07:56.46,True,#1,178.0,0.0,0.0,0.0
077b4d36-1b74-4d4c-9474-9a68e43e5daa,6a9bcdb0-8fe9-4c7b-b3fb-2f2ff573b03f,Kingsford Smith Intl,YSSY,Adelaide Intl,YPAD,628.0,False,437195.5,2023-08-05T02:07:56.46,True,#1n,178.0,0.0,0.0,0.0
07bcaeac-888f-46a6-8d0c-80bfca9d4e1f,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Christchurch Intl,NZCH,Rotorua,NZRO,366.0,True,15813.0,2023-08-06T19:23:51.17,False,#1n,0.0,0.0,3.0,0.0
07bcaeac-888f-46a6-8d0c-80bfca9d4e1f,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Rotorua,NZRO,Christchurch Intl,NZCH,366.0,True,15813.0,2023-08-06T19:23:51.17,False,#1,0.0,0.0,3.0,0.0
07e9379c-2938-458e-ac7c-c0852a31bfbe,7975e1ab-b05c-4159-8d97-f8dc4112054c,Changi,WSSS,Naha,ROAH,2021.0,False,4857856.5,2023-08-06T15:08:26.247,False,#1n,200.0,49.0,24.0,25057.060519260347
07e9379c-2938-458e-ac7c-c0852a31bfbe,7975e1ab-b05c-4159-8d97-f8dc4112054c,Naha,ROAH,Changi,WSSS,2021.0,False,4857856.5,2023-08-06T15:08:26.247,False,#1,200.0,49.0,24.0,27187.87306543
082b368d-a5ae-4066-9523-c7c191e14484,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Changi,WSSS,Hiroshima,RJOA,2561.0,False,10946271.5,2023-08-03T23:28:07.447,True,#1n,196.0,47.0,23.0,26222.44417141596
082b368d-a5ae-4066-9523-c7c191e14484,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Hiroshima,RJOA,Changi,WSSS,2561.0,False,10946271.5,2023-08-03T23:28:07.447,True,#1,196.0,47.0,23.0,26563.72996431
082b368d-a5ae-4066-9523-c7c191e14484,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Hiroshima,RJOA,Kai Tak Intl Airport,VHHX,1223.0,False,10946271.5,2023-08-03T23:28:07.447,True,#2,194.0,47.0,23.0,27787.97577094
082b368d-a5ae-4066-9523-c7c191e14484,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Kai Tak Intl Airport,VHHX,Hiroshima,RJOA,1223.0,False,10946271.5,2023-08-03T23:28:07.447,True,#2n,194.0,47.0,23.0,26694.13792157683
0859eb65-c5ed-4e33-9359-59b8d3c6c8f7,9e07c072-87f6-450c-a357-efd9cf9fcc64,Brisbane Intl,YBBN,Hamilton I.,YBHM,480.0,False,334971.0,2023-08-05T22:19:22.613,False,#1n,173.0,0.0,0.0,0.0
0859eb65-c5ed-4e33-9359-59b8d3c6c8f7,9e07c072-87f6-450c-a357-efd9cf9fcc64,Hamilton I.,YBHM,Brisbane Intl,YBBN,480.0,False,334971.0,2023-08-05T22:19:22.613,False,#1,173.0,0.0,0.0,0.0
0922da17-5585-4415-8d41-16b97875f785,30324b3b-4e38-4542-9358-265630acb90e,Canberra,YSCB,Hobart,YMHB,459.0,False,296593.5,2023-08-05T21:48:03.207,False,#1,161.0,0.0,0.0,0.0
0922da17-5585-4415-8d41-16b97875f785,30324b3b-4e38-4542-9358-265630acb90e,Hobart,YMHB,Canberra,YSCB,459.0,False,296593.5,2023-08-05T21:48:03.207,False,#1n,161.0,0.0,0.0,0.0
09cea541-9de6-43d8-9d86-0734027725bc,167f51bd-789c-475f-b8b5-0e0d5090b481,Christchurch Intl,NZCH,Gorge River Airstrip,NZQE,193.0,False,9282.0,2023-08-05T19:25:39.127,False,#1n,0.0,0.0,4.0,0.0
09cea541-9de6-43d8-9d86-0734027725bc,167f51bd-789c-475f-b8b5-0e0d5090b481,Gorge River Airstrip,NZQE,Christchurch Intl,NZCH,193.0,False,9282.0,2023-08-05T19:25:39.127,False,#1,0.0,0.0,4.0,0.0
0a573aea-b3de-484e-bffc-624a6a3b8473,444fc89e-b866-4565-a946-f77db58ea129,Christchurch Intl,NZCH,Tekapo Aerodrome,NZTL,96.0,False,10006.5,2023-08-06T11:43:54.503,False,#1n,0.0,0.0,3.0,0.0
0a573aea-b3de-484e-bffc-624a6a3b8473,444fc89e-b866-4565-a946-f77db58ea129,Tekapo Aerodrome,NZTL,Christchurch Intl,NZCH,96.0,False,10006.5,2023-08-06T11:43:54.503,False,#1,0.0,0.0,3.0,0.0
0a5b3e55-dcc1-4bc8-aa4e-fe82cfa1c745,f203eb51-111d-4e55-9190-678a1b302921,Changi,WSSS,Gimhae Intl,RKPK,2461.0,False,6538340.5,2023-08-04T17:53:29.427,True,#1n,212.0,51.0,25.0,27216.01194280425
0a5b3e55-dcc1-4bc8-aa4e-fe82cfa1c745,f203eb51-111d-4e55-9190-678a1b302921,Gimhae Intl,RKPK,Changi,WSSS,2461.0,False,6538340.5,2023-08-04T17:53:29.427,True,#1,212.0,51.0,25.0,28193.48734972
0b119988-af20-472b-9ec0-18f5517d6b00,7975e1ab-b05c-4159-8d97-f8dc4112054c,Changi,WSSS,Naha,ROAH,2021.0,False,4848543.0,2023-08-06T22:53:25.99,False,#1n,220.0,53.0,26.0,23457.217617643364
